2026-03-12 03:25:40 | INFO | __main__:42 | Lancement du scripte de traitement des données
2026-03-12 03:25:44 | INFO | src.repport_excel:46 | Application du filtrage automatique sur les headers pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Date pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Nom_Client pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Prenom_Client pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Email_Client pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Produit pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Region pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Type_Client pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Quantité pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Prix_Unitaire pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Coût_Unitaire pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Bonus_% pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Heure_d'achat pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Moment_journée pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne jour_semaine pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Mois pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Prix_de_vente pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Montant_bonus pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Revenue pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Cout pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Profit pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Marge pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Propre Complét
2026-03-12 03:25:44 | INFO | src.repport_excel:38 | Création de la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:42 | Application des formats sur les headers pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:44 | Fixation du header pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:46 | Application du filtrage automatique sur les headers pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Produit pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:145 | Début de la création du graphique pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:170 | Graphique crée avec succée pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Quantité pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:145 | Début de la création du graphique pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:170 | Graphique crée avec succée pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Prix_Unitaire pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:145 | Début de la création du graphique pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:170 | Graphique crée avec succée pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Coût_Unitaire pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:145 | Début de la création du graphique pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:170 | Graphique crée avec succée pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Montant_bonus pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:145 | Début de la création du graphique pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:170 | Graphique crée avec succée pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Revenue pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:145 | Début de la création du graphique pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:170 | Graphique crée avec succée pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Cout pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:145 | Début de la création du graphique pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:170 | Graphique crée avec succée pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Profit pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:145 | Début de la création du graphique pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:170 | Graphique crée avec succée pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Marge_totaux pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:145 | Début de la création du graphique pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:170 | Graphique crée avec succée pour la feuille Données Par Produit
2026-03-12 03:25:44 | INFO | src.repport_excel:38 | Création de la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:42 | Application des formats sur les headers pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:44 | Fixation du header pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:46 | Application du filtrage automatique sur les headers pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Region pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:173 | Début de la création du graphique pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:190 | Graphique crée avec succée pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Quantité pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:173 | Début de la création du graphique pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:190 | Graphique crée avec succée pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Montant_bonus pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:173 | Début de la création du graphique pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:190 | Graphique crée avec succée pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Revenue pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:173 | Début de la création du graphique pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:190 | Graphique crée avec succée pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Cout pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:173 | Début de la création du graphique pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:190 | Graphique crée avec succée pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Profit pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:173 | Début de la création du graphique pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:190 | Graphique crée avec succée pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Marge_totaux pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:173 | Début de la création du graphique pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:190 | Graphique crée avec succée pour la feuille Données Par Région
2026-03-12 03:25:44 | INFO | src.repport_excel:38 | Création de la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:42 | Application des formats sur les headers pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:44 | Fixation du header pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:46 | Application du filtrage automatique sur les headers pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Type_Client pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:260 | Début de la création du graphique pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:276 | Graphique crée avec succée pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Quantité pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:260 | Début de la création du graphique pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:276 | Graphique crée avec succée pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Montant_bonus pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:260 | Début de la création du graphique pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:276 | Graphique crée avec succée pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Revenue pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:260 | Début de la création du graphique pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:276 | Graphique crée avec succée pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Cout pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:260 | Début de la création du graphique pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:276 | Graphique crée avec succée pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Profit pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:260 | Début de la création du graphique pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:276 | Graphique crée avec succée pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Marge_totaux pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:260 | Début de la création du graphique pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:276 | Graphique crée avec succée pour la feuille Données Par Type_Client
2026-03-12 03:25:44 | INFO | src.repport_excel:38 | Création de la feuille Données Par Mois
2026-03-12 03:25:44 | INFO | src.repport_excel:42 | Application des formats sur les headers pour la feuille Données Par Mois
2026-03-12 03:25:44 | INFO | src.repport_excel:44 | Fixation du header pour la feuille Données Par Mois
2026-03-12 03:25:44 | INFO | src.repport_excel:46 | Application du filtrage automatique sur les headers pour la feuille Données Par Mois
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Mois pour la feuille Données Par Mois
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Mois
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Mois
2026-03-12 03:25:44 | INFO | src.repport_excel:193 | Début de la création du graphique pour la feuille Données Par Mois
2026-03-12 03:25:44 | INFO | src.repport_excel:218 | Graphique crée avec succée pour la feuille Données Par Mois
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Produit pour la feuille Données Par Mois
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Mois
2026-03-12 03:25:44 | INFO | src.repport_excel:142 | Application des conditional format spécifique aux analyses pour la feuille Données Par Mois
2026-03-12 03:25:44 | INFO | src.repport_excel:193 | Début de la création du graphique pour la feuille Données Par Mois
2026-03-12 03:25:44 | INFO | src.repport_excel:218 | Graphique crée avec succée pour la feuille Données Par Mois
2026-03-12 03:25:44 | INFO | src.repport_excel:60 | Application de l'ajoutement automatique et des différents formatages sur la colonne Quantité pour la feuille Données Par Mois
2026-03-12 03:25:44 | INFO | src.repport_excel:92 | Applcation des conditional format de base pour la feuille Données Par Mois
